Time,Data
0.88 sec,33.233491334564
0.881 sec,36.91615532964
0.882 sec,36.356605288954
0.883 sec,39.7003835065228
0.884 sec,39.8195169029655
0.885 sec,41.6922576712114
0.886 sec,38.9982614011575
0.887 sec,42.1321821421055
0.888 sec,40.8045539172707
0.889 sec,39.4107241308561
0.89 sec,40.1628593756822
0.891 sec,37.5511670915034
0.892 sec,36.2063900587356
0.893 sec,31.9317192752456
0.894 sec,43.8141615332116
0.895 sec,41.6561395992313
0.896 sec,38.2532481924755
0.897 sec,38.3425014193426
0.898 sec,38.6161176006194
0.899 sec,35.6964340670628
0.9 sec,34.293360960057
0.901 sec,31.0127760858308
0.902 sec,34.3608013463895
0.903 sec,36.7289758757269
0.904 sec,37.0353212892828
0.905 sec,39.9421976985774
0.906 sec,41.7186641235179
0.907 sec,41.9338743331118
0.908 sec,43.6543676892035
0.909 sec,39.8423940469681
0.91 sec,40.6485598817816
0.911 sec,39.9925528449162
0.912 sec,37.7341023504253
0.913 sec,35.8432495517439
0.914 sec,32.9049579458044
0.915 sec,35.312054344618
0.916 sec,34.9324446678938
0.917 sec,34.9980113373604
0.918 sec,34.5932481053301
0.919 sec,32.4308492375917
0.92 sec,29.8751458360777
0.921 sec,27.7390133776048
0.922 sec,26.5002265446499
0.923 sec,29.4700154986367
0.924 sec,32.1947477144671
0.925 sec,32.1898281378165
0.926 sec,36.8321712053542
0.927 sec,35.1736973808841
0.928 sec,36.2389095024192
0.929 sec,37.0415806666562
0.93 sec,36.1017172863392
0.931 sec,34.5727793644987
0.932 sec,35.0444437246514
0.933 sec,30.58388149197
0.934 sec,30.166709501474
0.935 sec,33.5581887855003
0.936 sec,35.5735516258718
